Review_ID,Product_Category,Rating,Review_Date,Review_Text
1150,Beauty,5,2023-05-30,Very satisfied with my purchase. The material is great.
1151,Electronics,4,2023-05-31,Exceeded my expectations. Will definitely buy again.
1152,Electronics,4,2023-06-01,Great quality and fast shipping. Highly recommend.
1153,Electronics,5,2023-06-02,"Absolutely love this product, it works perfectly!"
1154,Electronics,3,2023-06-03,Fairly standard product.
1155,Home & Kitchen,1,2023-06-04,Very disappointed. The quality is incredibly poor.
1156,Electronics,1,2023-06-05,Very disappointed. The quality is incredibly poor.
1157,Beauty,5,2023-06-06,"Absolutely love this product, it works perfectly!"
1158,Sports,4,2023-06-07,Great quality and fast shipping. Highly recommend.
1159,Electronics,5,2023-06-08,Best thing I've bought all year. Five stars!
1160,Home & Kitchen,2,2023-06-09,Very disappointed. The quality is incredibly poor.
1161,Home & Kitchen,1,2023-06-10,Arrived damaged and late. I want a refund.
1162,Electronics,1,2023-06-11,Terrible experience. The item broke after two days.
1163,Sports,3,2023-06-12,"Not bad, but I've seen better."
1164,Electronics,4,2023-06-13,Great quality and fast shipping. Highly recommend.
1165,Home & Kitchen,3,2023-06-14,"Not bad, but I've seen better."
1166,Clothing,3,2023-06-15,Fairly standard product.
1167,Beauty,5,2023-06-16,Great quality and fast shipping. Highly recommend.
1168,Home & Kitchen,3,2023-06-17,"It is exactly as described, neither great nor terrible."
1169,Electronics,4,2023-06-18,Exceeded my expectations. Will definitely buy again.
1170,Beauty,5,2023-06-19,Great quality and fast shipping. Highly recommend.
1171,Electronics,3,2023-06-20,"Not bad, but I've seen better."
1172,Electronics,4,2023-06-21,Great quality and fast shipping. Highly recommend.
1173,Clothing,5,2023-06-22,"Absolutely love this product, it works perfectly!"
1174,Beauty,5,2023-06-23,Exceeded my expectations. Will definitely buy again.
1175,Beauty,1,2023-06-24,Waste of money. Doesn't work as advertised.
1176,Clothing,5,2023-06-25,Very satisfied with my purchase. The material is great.
1177,Home & Kitchen,4,2023-06-26,Best thing I've bought all year. Five stars!
1178,Electronics,3,2023-06-27,Average quality for the price.
1179,Sports,4,2023-06-28,Exceeded my expectations. Will definitely buy again.
1180,Electronics,5,2023-06-29,Best thing I've bought all year. Five stars!
1181,Electronics,4,2023-06-30,Exceeded my expectations. Will definitely buy again.
1182,Home & Kitchen,3,2023-07-01,Average quality for the price.
1183,Electronics,4,2023-07-02,Very satisfied with my purchase. The material is great.
1184,Clothing,2,2023-07-03,Terrible experience. The item broke after two days.
1185,Clothing,1,2023-07-04,Waste of money. Doesn't work as advertised.
1186,Beauty,1,2023-07-05,Arrived damaged and late. I want a refund.
1187,Sports,1,2023-07-06,Terrible experience. The item broke after two days.
1188,Electronics,2,2023-07-07,Arrived damaged and late. I want a refund.
1189,Electronics,1,2023-07-08,Very disappointed. The quality is incredibly poor.
1190,Home & Kitchen,4,2023-07-09,"Absolutely love this product, it works perfectly!"
1191,Clothing,2,2023-07-10,Arrived damaged and late. I want a refund.
1192,Sports,3,2023-07-11,Average quality for the price.
1193,Beauty,5,2023-07-12,Very satisfied with my purchase. The material is great.
1194,Clothing,4,2023-07-13,Great quality and fast shipping. Highly recommend.
1195,Beauty,4,2023-07-14,Exceeded my expectations. Will definitely buy again.
1196,Home & Kitchen,2,2023-07-15,Very disappointed. The quality is incredibly poor.
1197,Home & Kitchen,2,2023-07-16,Very disappointed. The quality is incredibly poor.
1198,Electronics,1,2023-07-17,Customer service was completely unhelpful. Do not buy.
1199,Sports,2,2023-07-18,Arrived damaged and late. I want a refund.
1200,Beauty,3,2023-07-19,Fairly standard product.
1201,Clothing,2,2023-07-20,Very disappointed. The quality is incredibly poor.
1202,Home & Kitchen,1,2023-07-21,Customer service was completely unhelpful. Do not buy.
1203,Electronics,1,2023-07-22,Customer service was completely unhelpful. Do not buy.
1204,Electronics,4,2023-07-23,Very satisfied with my purchase. The material is great.
1205,Beauty,2,2023-07-24,Arrived damaged and late. I want a refund.
1206,Home & Kitchen,3,2023-07-25,"It's okay, does the job but nothing special."
1207,Sports,4,2023-07-26,Best thing I've bought all year. Five stars!
1208,Home & Kitchen,4,2023-07-27,Best thing I've bought all year. Five stars!
1209,Beauty,1,2023-07-28,Waste of money. Doesn't work as advertised.
1210,Beauty,5,2023-07-29,"Absolutely love this product, it works perfectly!"
1211,Home & Kitchen,4,2023-07-30,Very satisfied with my purchase. The material is great.
1212,Beauty,1,2023-07-31,Terrible experience. The item broke after two days.
1213,Home & Kitchen,5,2023-08-01,Great quality and fast shipping. Highly recommend.
1214,Clothing,5,2023-08-02,"Absolutely love this product, it works perfectly!"
1215,Home & Kitchen,1,2023-08-03,Waste of money. Doesn't work as advertised.
1216,Home & Kitchen,3,2023-08-04,Fairly standard product.
1217,Beauty,5,2023-08-05,"Absolutely love this product, it works perfectly!"
1218,Beauty,5,2023-08-06,"Absolutely love this product, it works perfectly!"
1219,Electronics,2,2023-08-07,Customer service was completely unhelpful. Do not buy.
1220,Electronics,2,2023-08-08,Arrived damaged and late. I want a refund.
1221,Clothing,3,2023-08-09,Average quality for the price.
1222,Electronics,4,2023-08-10,Very satisfied with my purchase. The material is great.
1223,Home & Kitchen,4,2023-08-11,Great quality and fast shipping. Highly recommend.
1224,Beauty,3,2023-08-12,Fairly standard product.
1225,Electronics,4,2023-08-13,"Absolutely love this product, it works perfectly!"
1226,Electronics,5,2023-08-14,"Absolutely love this product, it works perfectly!"
1227,Clothing,1,2023-08-15,Arrived damaged and late. I want a refund.
1228,Clothing,3,2023-08-16,"It's okay, does the job but nothing special."
1229,Home & Kitchen,5,2023-08-17,"Absolutely love this product, it works perfectly!"
1230,Beauty,5,2023-08-18,"Absolutely love this product, it works perfectly!"
1231,Clothing,4,2023-08-19,Very satisfied with my purchase. The material is great.
1232,Electronics,4,2023-08-20,Very satisfied with my purchase. The material is great.
1233,Beauty,1,2023-08-21,Customer service was completely unhelpful. Do not buy.
1234,Beauty,3,2023-08-22,Average quality for the price.
1235,Electronics,4,2023-08-23,Best thing I've bought all year. Five stars!
1236,Clothing,2,2023-08-24,Arrived damaged and late. I want a refund.
1237,Electronics,3,2023-08-25,Fairly standard product.
1238,Beauty,3,2023-08-26,"Not bad, but I've seen better."
1239,Sports,1,2023-08-27,Waste of money. Doesn't work as advertised.
1240,Sports,3,2023-08-28,"Not bad, but I've seen better."
1241,Home & Kitchen,2,2023-08-29,Arrived damaged and late. I want a refund.
1242,Electronics,3,2023-08-30,Average quality for the price.
1243,Electronics,1,2023-08-31,Terrible experience. The item broke after two days.
1244,Home & Kitchen,5,2023-09-01,Very satisfied with my purchase. The material is great.
1245,Home & Kitchen,4,2023-09-02,Very satisfied with my purchase. The material is great.
1246,Home & Kitchen,4,2023-09-03,Exceeded my expectations. Will definitely buy again.
1247,Beauty,5,2023-09-04,Very satisfied with my purchase. The material is great.
1248,Electronics,4,2023-09-05,Best thing I've bought all year. Five stars!
1249,Beauty,1,2023-09-06,Arrived damaged and late. I want a refund.
1250,Home & Kitchen,4,2023-09-07,Exceeded my expectations. Will definitely buy again.
1251,Electronics,4,2023-09-08,Best thing I've bought all year. Five stars!
1252,Beauty,5,2023-09-09,Great quality and fast shipping. Highly recommend.
1253,Beauty,3,2023-09-10,"Not bad, but I've seen better."
1254,Home & Kitchen,1,2023-09-11,Very disappointed. The quality is incredibly poor.
1255,Electronics,3,2023-09-12,"It's okay, does the job but nothing special."
1256,Home & Kitchen,3,2023-09-13,Average quality for the price.
1257,Electronics,4,2023-09-14,"Absolutely love this product, it works perfectly!"
1258,Sports,4,2023-09-15,"Absolutely love this product, it works perfectly!"
1259,Clothing,3,2023-09-16,Average quality for the price.
1260,Clothing,5,2023-09-17,Exceeded my expectations. Will definitely buy again.
1261,Clothing,4,2023-09-18,Best thing I've bought all year. Five stars!
1262,Home & Kitchen,2,2023-09-19,Arrived damaged and late. I want a refund.
1263,Sports,1,2023-09-20,Terrible experience. The item broke after two days.
1264,Electronics,2,2023-09-21,Terrible experience. The item broke after two days.
1265,Beauty,2,2023-09-22,Customer service was completely unhelpful. Do not buy.
1266,Electronics,2,2023-09-23,Waste of money. Doesn't work as advertised.
1267,Beauty,2,2023-09-24,Very disappointed. The quality is incredibly poor.
1268,Electronics,3,2023-09-25,"It's okay, does the job but nothing special."
1269,Sports,2,2023-09-26,Arrived damaged and late. I want a refund.
1270,Beauty,5,2023-09-27,Exceeded my expectations. Will definitely buy again.
1271,Home & Kitchen,1,2023-09-28,Very disappointed. The quality is incredibly poor.
1272,Electronics,4,2023-09-29,Exceeded my expectations. Will definitely buy again.
1273,Electronics,3,2023-09-30,Average quality for the price.
1274,Beauty,5,2023-10-01,Great quality and fast shipping. Highly recommend.
1275,Home & Kitchen,1,2023-10-02,Terrible experience. The item broke after two days.
1276,Home & Kitchen,3,2023-10-03,"Not bad, but I've seen better."
1277,Sports,5,2023-10-04,Exceeded my expectations. Will definitely buy again.
1278,Home & Kitchen,5,2023-10-05,Best thing I've bought all year. Five stars!
1279,Home & Kitchen,5,2023-10-06,Best thing I've bought all year. Five stars!
1280,Home & Kitchen,3,2023-10-07,"It's okay, does the job but nothing special."
1281,Clothing,2,2023-10-08,Terrible experience. The item broke after two days.
1282,Sports,4,2023-10-09,Very satisfied with my purchase. The material is great.
1283,Electronics,5,2023-10-10,Best thing I've bought all year. Five stars!
1284,Beauty,4,2023-10-11,Great quality and fast shipping. Highly recommend.
1285,Electronics,4,2023-10-12,Exceeded my expectations. Will definitely buy again.
1286,Sports,3,2023-10-13,"It's okay, does the job but nothing special."
1287,Beauty,5,2023-10-14,Exceeded my expectations. Will definitely buy again.
1288,Sports,2,2023-10-15,Customer service was completely unhelpful. Do not buy.
1289,Home & Kitchen,3,2023-10-16,"It is exactly as described, neither great nor terrible."
1290,Beauty,3,2023-10-17,Fairly standard product.
1291,Home & Kitchen,4,2023-10-18,"Absolutely love this product, it works perfectly!"
1292,Electronics,2,2023-10-19,Customer service was completely unhelpful. Do not buy.
1293,Electronics,1,2023-10-20,Terrible experience. The item broke after two days.
1294,Beauty,4,2023-10-21,Great quality and fast shipping. Highly recommend.
1295,Beauty,3,2023-10-22,"It is exactly as described, neither great nor terrible."
1296,Sports,4,2023-10-23,Great quality and fast shipping. Highly recommend.
1297,Sports,2,2023-10-24,Terrible experience. The item broke after two days.
1298,Home & Kitchen,4,2023-10-25,"Absolutely love this product, it works perfectly!"
1299,Beauty,4,2023-10-26,Best thing I've bought all year. Five stars!
1300,Electronics,1,2023-10-27,Customer service was completely unhelpful. Do not buy.
1301,Sports,3,2023-10-28,"Not bad, but I've seen better."
1302,Sports,1,2023-10-29,Very disappointed. The quality is incredibly poor.
1303,Electronics,1,2023-10-30,Waste of money. Doesn't work as advertised.
1304,Sports,5,2023-10-31,Exceeded my expectations. Will definitely buy again.
1305,Home & Kitchen,3,2023-11-01,Fairly standard product.
1306,Beauty,5,2023-11-02,Great quality and fast shipping. Highly recommend.
1307,Electronics,3,2023-11-03,Average quality for the price.
1308,Beauty,4,2023-11-04,Best thing I've bought all year. Five stars!
1309,Sports,5,2023-11-05,Very satisfied with my purchase. The material is great.
1310,Sports,4,2023-11-06,Best thing I've bought all year. Five stars!
1311,Electronics,4,2023-11-07,Very satisfied with my purchase. The material is great.
1312,Home & Kitchen,3,2023-11-08,Fairly standard product.
1313,Clothing,3,2023-11-09,Fairly standard product.
1314,Electronics,5,2023-11-10,"Absolutely love this product, it works perfectly!"
1315,Clothing,5,2023-11-11,Great quality and fast shipping. Highly recommend.
1316,Clothing,5,2023-11-12,Best thing I've bought all year. Five stars!
1317,Home & Kitchen,1,2023-11-13,Arrived damaged and late. I want a refund.
1318,Clothing,5,2023-11-14,Exceeded my expectations. Will definitely buy again.
1319,Clothing,5,2023-11-15,Great quality and fast shipping. Highly recommend.
1320,Home & Kitchen,2,2023-11-16,Customer service was completely unhelpful. Do not buy.
1321,Clothing,1,2023-11-17,Very disappointed. The quality is incredibly poor.
1322,Clothing,5,2023-11-18,Exceeded my expectations. Will definitely buy again.
1323,Clothing,4,2023-11-19,Best thing I've bought all year. Five stars!
1324,Electronics,5,2023-11-20,Best thing I've bought all year. Five stars!
1325,Electronics,1,2023-11-21,Terrible experience. The item broke after two days.
1326,Electronics,5,2023-11-22,Exceeded my expectations. Will definitely buy again.
1327,Home & Kitchen,2,2023-11-23,Waste of money. Doesn't work as advertised.
1328,Sports,2,2023-11-24,Terrible experience. The item broke after two days.
1329,Clothing,2,2023-11-25,Customer service was completely unhelpful. Do not buy.
1330,Clothing,5,2023-11-26,Exceeded my expectations. Will definitely buy again.
1331,Home & Kitchen,4,2023-11-27,"Absolutely love this product, it works perfectly!"
1332,Clothing,4,2023-11-28,Best thing I've bought all year. Five stars!
1333,Electronics,3,2023-11-29,"Not bad, but I've seen better."
1334,Sports,5,2023-11-30,Best thing I've bought all year. Five stars!
1335,Beauty,3,2023-12-01,"It's okay, does the job but nothing special."
1336,Clothing,5,2023-12-02,Best thing I've bought all year. Five stars!
1337,Electronics,3,2023-12-03,Average quality for the price.
1338,Beauty,3,2023-12-04,"It is exactly as described, neither great nor terrible."
1339,Sports,4,2023-12-05,Exceeded my expectations. Will definitely buy again.
1340,Beauty,3,2023-12-06,"It is exactly as described, neither great nor terrible."
1341,Electronics,5,2023-12-07,Best thing I've bought all year. Five stars!
1342,Beauty,4,2023-12-08,Exceeded my expectations. Will definitely buy again.
1343,Home & Kitchen,2,2023-12-09,Arrived damaged and late. I want a refund.
1344,Beauty,5,2023-12-10,Great quality and fast shipping. Highly recommend.
1345,Clothing,3,2023-12-11,"It's okay, does the job but nothing special."
1346,Clothing,4,2023-12-12,Exceeded my expectations. Will definitely buy again.
1347,Home & Kitchen,5,2023-12-13,Great quality and fast shipping. Highly recommend.
1348,Electronics,4,2023-12-14,Great quality and fast shipping. Highly recommend.
1349,Clothing,1,2023-12-15,Customer service was completely unhelpful. Do not buy.
1350,Sports,5,2023-12-16,Best thing I've bought all year. Five stars!
1351,Clothing,4,2023-12-17,Great quality and fast shipping. Highly recommend.
1352,Clothing,3,2023-12-18,"It is exactly as described, neither great nor terrible."
1353,Electronics,1,2023-12-19,Very disappointed. The quality is incredibly poor.
1354,Beauty,5,2023-12-20,Best thing I've bought all year. Five stars!
1355,Clothing,4,2023-12-21,Best thing I've bought all year. Five stars!
1356,Home & Kitchen,4,2023-12-22,Very satisfied with my purchase. The material is great.
1357,Beauty,5,2023-12-23,Great quality and fast shipping. Highly recommend.
1358,Sports,5,2023-12-24,Best thing I've bought all year. Five stars!
1359,Electronics,2,2023-12-25,Customer service was completely unhelpful. Do not buy.
1360,Sports,3,2023-12-26,"It's okay, does the job but nothing special."
1361,Beauty,2,2023-12-27,Terrible experience. The item broke after two days.
1362,Beauty,5,2023-12-28,"Absolutely love this product, it works perfectly!"
1363,Beauty,1,2023-12-29,Very disappointed. The quality is incredibly poor.
1364,Sports,4,2023-12-30,Very satisfied with my purchase. The material is great.
1365,Beauty,5,2023-12-31,Best thing I've bought all year. Five stars!
1366,Sports,5,2024-01-01,Exceeded my expectations. Will definitely buy again.
1367,Beauty,3,2024-01-02,"Not bad, but I've seen better."
1368,Home & Kitchen,5,2024-01-03,Great quality and fast shipping. Highly recommend.
1369,Beauty,1,2024-01-04,Terrible experience. The item broke after two days.
1370,Sports,5,2024-01-05,Great quality and fast shipping. Highly recommend.
1371,Clothing,1,2024-01-06,Waste of money. Doesn't work as advertised.
1372,Beauty,3,2024-01-07,"It is exactly as described, neither great nor terrible."
1373,Clothing,5,2024-01-08,Best thing I've bought all year. Five stars!
1374,Home & Kitchen,1,2024-01-09,Arrived damaged and late. I want a refund.
1375,Electronics,2,2024-01-10,Waste of money. Doesn't work as advertised.
1376,Home & Kitchen,5,2024-01-11,Very satisfied with my purchase. The material is great.
1377,Beauty,5,2024-01-12,Very satisfied with my purchase. The material is great.
1378,Clothing,4,2024-01-13,Great quality and fast shipping. Highly recommend.
1379,Clothing,4,2024-01-14,Very satisfied with my purchase. The material is great.
1380,Sports,4,2024-01-15,Exceeded my expectations. Will definitely buy again.
1381,Clothing,3,2024-01-16,"It's okay, does the job but nothing special."
1382,Sports,3,2024-01-17,"It is exactly as described, neither great nor terrible."
1383,Electronics,2,2024-01-18,Terrible experience. The item broke after two days.
1384,Beauty,5,2024-01-19,Great quality and fast shipping. Highly recommend.
1385,Sports,4,2024-01-20,"Absolutely love this product, it works perfectly!"
1386,Electronics,3,2024-01-21,Average quality for the price.
1387,Clothing,4,2024-01-22,Exceeded my expectations. Will definitely buy again.
1388,Clothing,5,2024-01-23,Great quality and fast shipping. Highly recommend.
1389,Electronics,2,2024-01-24,Very disappointed. The quality is incredibly poor.
1390,Clothing,4,2024-01-25,Best thing I've bought all year. Five stars!
1391,Electronics,4,2024-01-26,Very satisfied with my purchase. The material is great.
1392,Sports,4,2024-01-27,Very satisfied with my purchase. The material is great.
1393,Sports,1,2024-01-28,Customer service was completely unhelpful. Do not buy.
1394,Electronics,5,2024-01-29,Exceeded my expectations. Will definitely buy again.
1395,Sports,5,2024-01-30,Very satisfied with my purchase. The material is great.
1396,Sports,4,2024-01-31,Best thing I've bought all year. Five stars!
1397,Sports,4,2024-02-01,Very satisfied with my purchase. The material is great.
1398,Home & Kitchen,5,2024-02-02,Best thing I've bought all year. Five stars!
1399,Beauty,5,2024-02-03,Exceeded my expectations. Will definitely buy again.
1400,Clothing,2,2024-02-04,Terrible experience. The item broke after two days.
1401,Home & Kitchen,4,2024-02-05,Exceeded my expectations. Will definitely buy again.
